2021200|Sakula/Mivast RAT CnC Beacon 2
2008512|Suspicious User-Agent (C slash)
2017128|Expiro Trojan Check-in
2018425|Vawtrak/NeverQuest - Post Data Form 01
2003636|Sality Virus User Agent Detected (KUKU)
2018228|Possible PlugX Common Header Struct
2018169|Gulpix/PlugX Client Request
2810752|Tempedreve Checkin
2017365|SUSPICIOUS UA (iexplore)
2804009|Backdoor.Win32/Hanove.A User-Agent (SIMPLE)
2006380|Outgoing Basic Auth Base64 HTTP Password detected unencrypted
2001569|Behavioral Unusual Port 445 traffic Potential Scan or Infection
2019416|SSLv3 outbound connection from client vulnerable to POODLE attack
2812028|Python Requests Suspicious User Agent
2804981|Citrix/GotoMyPC Jedi Remote Control Session 2 Off-Port
2019401|Vulnerable Java Version 1.8.x Detected
2013933|HTTP traffic on port 443 (CONNECT)
2210016|
5000007|
2200037|
2210035|
100000942|
2210000|
2001579|Behavioral Unusual Port 139 traffic Potential Scan or Infection
2001581|Behavioral Unusual Port 135 traffic Potential Scan or Infection
7033|
7034|
2015898|Suspicious Windows NT version 1 User-Agent
2003068|Potential SSH Scan OUTBOUND
2008974|User-Agent (Mozilla/4.0 (compatible))
2210010|
2230003|
2014726|Outdated Flash Version M1
2210032|
2210038|
2000000000|
2100628|nmap TCP
2230004|
2210044|
2230007|
2024379|Outdated Flash Version M2
2012079|Windows-Based OpenSSL Tunnel Connection Outbound 2
10000017|
2210030|
2015561|PDF Using CCITTFax Filter
2011507|PDF With Embedded File
2019405|SUSPICIOUS PPT Download with Embedded OLE Object
2210021|
2000419|PE EXE or DLL Windows file download Non-HTTP
2014520|EXE - Served Attached HTTP
2000538|NMAP -sA (1)
2000540|NMAP -sA (2)
2100629|nmap fingerprint attempt
2013926|HTTP traffic on port 443 (POST)
2801281|NetSupport Manager Client Buffer Overflow Relative
2230009|
2011540|OpenSSL Demo CA - Internet Widgits Pty (O)
24|
1|
22|
402|
408|
2020240|PUP.Win32.BoBrowser User-Agent (BoBrowser)
2016074|Backdoor.Win32.Skill.gk User-Agent
2016879|Unsupported/Fake Windows NT Version 5.0
2003384|SpamBlockerUtility Fake Anti-Spyware User-Agent (SpamBlockerUtility x.x.x)
2008064|Nginx Server with no version string - Often Hostile Traffic
2012086|Possible Call with No Offset TCP Shellcode
2012088|Possible Call with No Offset TCP Shellcode
2016360|JAVA - ClassID
2018302|Possible Phish - Mirrored Website Comment Observed
2022729|PhishMe.com Phishing Exercise - Client Plugins
25|
2210046|
2021384|WildTangent User-Agent (WT Games App)
21|
5000006|
2210012|
2925|
2016877|Unsupported/Fake FireFox Version 2.
2016876|Unsupported/Fake FireFox Version 1.
2230005|
2015969|WORM_VOBFUS Requesting exe
2200074|
2011694|Windows 3.1 User-Agent Detected - Possible Malware or Non-Updated System
2210005|
5749|
2009020|Internal Host Retrieving External IP via ipchicken.com - Possible Infection
2008066|Blank User-Agent (descriptor but no string)
2210039|
2007994|Suspicious User-Agent (1 space)
2016897|Possible Win32/Gapz MSIE 9 on Windows NT 5
2809960|FREAK Weak Export Suite From Client (CVE-2015-0204)
2012059|Hex Obfuscation of document.write % Encoding
2008052|User-Agent (Internet Explorer)
2012695|suspicious User Agent (Lotto)
2016715|Possible Backslash Escaped UTF-16 0c0c Heap Spray
2010527|Possible HTTP 503 XSS Attempt (External Source)
2102123|Microsoft cmd.exe banner
2021886|Hola VPN Activity - X-Hola-* Headers
2010645|User-Agent (Launcher)
2210045|
2221020|
1000000|
2022913|WinHttp AutoProxy Request wpad.dat Possible BadTunnel
2014297|Vulnerable Java Version 1.7.x Detected
2015744|EXE IsDebuggerPresent (Used in Malware Anti-Debugging)
2016016|DNS Amplification Attack Inbound
2023054|DNS Amplification Attack Possible Outbound Windows Non-Recursive Root Hint Reserved Port
2024585|Potential CLDAP Amplification Reflection
2018959|PE EXE or DLL Windows file download HTTP
2018383|Possible OpenSSL HeartBleed Large HeartBeat Response from Common SSL Port (Outbound from Client)
2210042|
2230010|
2002878|iTunes User Agent
2013505|GNU/Linux YUM User-Agent Outbound likely related to package management
17494|
2012252|Common 0a0a0a0a Heap Spray String
2016847|Possible Chrome Plugin install
2016102|DNS Reply Sinkhole - Microsoft - 199.2.137.0/24
2014374|Possible Zeus .info CnC Domain Generation Algorithm (DGA) Lookup NXDOMAIN Response
2014375|Possible Zeus .biz CnC Domain Generation Algorithm (DGA) Lookup NXDOMAIN Response
2014372|Possible Kelihos .eu CnC Domain Generation Algorithm (DGA) Lookup NXDOMAIN Response
